ID,ChainID,Generation,ExpCondition,Age,Gender,Trial,Choice,Length,Width,Thickness,Fitness,erroredFitness,EarnedMoney,TimeStamp
O3,3,1,O,20,2,47,2,54,51,48,925,907,567.56 ,20220118021844 
O3,3,1,O,20,2,48,1,54,51,48,925,929,604.72 ,20220118021852 
O3,3,1,O,20,2,49,2,54,51,43,940,929,604.72 ,20220118021905 
O3,3,1,O,20,2,50,1,54,51,43,940,950,642.72 ,20220118021912 
O3,3,2,O,22,2,1,1,54,51,43,940,948,37.92 ,20220118022930 
O3,3,2,O,22,2,2,1,54,51,43,940,937,75.40 ,20220118022944 
O3,3,2,O,22,2,3,1,54,51,43,940,942,113.08 ,20220118022956 
O3,3,2,O,22,2,4,1,54,51,43,940,938,150.60 ,20220118023015 
O3,3,2,O,22,2,5,1,54,51,43,940,936,188.04 ,20220118023026 
O3,3,2,O,22,2,6,1,54,51,43,940,939,225.60 ,20220118023042 
O3,3,2,O,22,2,7,2,59,51,43,947,939,225.60 ,20220118023141 
O3,3,2,O,22,2,8,1,59,51,43,947,948,263.52 ,20220118023153 
O3,3,2,O,22,2,9,2,59,56,43,940,948,263.52 ,20220118023214 
O3,3,2,O,22,2,10,1,59,56,43,940,943,301.24 ,20220118023224 
O3,3,2,O,22,2,11,2,59,56,48,925,943,301.24 ,20220118023243 
O3,3,2,O,22,2,12,1,59,56,48,925,924,338.20 ,20220118023253 
O3,3,2,O,22,2,13,2,64,56,48,930,924,338.20 ,20220118023307 
O3,3,2,O,22,2,14,1,64,56,48,930,936,375.64 ,20220118023321 
O3,3,2,O,22,2,15,2,64,61,48,916,936,375.64 ,20220118023344 
O3,3,2,O,22,2,16,1,64,61,48,916,914,412.20 ,20220118023354 
O3,3,2,O,22,2,17,2,64,61,43,931,914,412.20 ,20220118023406 
O3,3,2,O,22,2,18,1,64,61,43,931,935,449.60 ,20220118023415 
O3,3,2,O,22,2,19,2,64,58,43,940,935,449.60 ,20220118023429 
O3,3,2,O,22,2,20,1,64,58,43,940,948,487.52 ,20220118023438 
O3,3,2,O,22,2,21,2,69,58,43,942,948,487.52 ,20220118023452 
O3,3,2,O,22,2,22,1,69,58,43,942,930,524.72 ,20220118023500 
O3,3,2,O,22,2,23,1,69,58,43,942,940,562.32 ,20220118023512 
O3,3,2,O,22,2,24,1,69,58,43,942,951,600.36 ,20220118023525 
O3,3,2,O,22,2,25,2,74,58,43,941,951,600.36 ,20220118023549 
O3,3,2,O,22,2,26,1,74,58,43,941,948,638.28 ,20220118023558 
O3,3,2,O,22,2,27,2,74,60,43,935,948,638.28 ,20220118023619 
O3,3,2,O,22,2,28,1,74,60,43,935,932,675.56 ,20220118023627 
O3,3,2,O,22,2,29,2,74,60,48,920,932,675.56 ,20220118023643 
O3,3,2,O,22,2,30,1,74,60,48,920,919,712.32 ,20220118023651 
O3,3,2,O,22,2,31,1,74,60,48,920,920,749.12 ,20220118023658 
O3,3,2,O,22,2,32,2,74,60,43,935,920,749.12 ,20220118023717 
O3,3,2,O,22,2,33,1,74,60,43,935,933,786.44 ,20220118023724 
O3,3,2,O,22,2,34,2,74,58,43,941,933,786.44 ,20220118023742 
O3,3,2,O,22,2,35,1,74,58,43,941,939,824.00 ,20220118023749 
O3,3,2,O,22,2,36,1,74,58,43,941,930,861.20 ,20220118023757 
O3,3,2,O,22,2,37,2,74,57,43,944,930,861.20 ,20220118023812 
O3,3,2,O,22,2,38,1,74,57,43,944,945,899.00 ,20220118023819 
O3,3,2,O,22,2,39,1,74,57,43,944,943,936.72 ,20220118023834 
O3,3,2,O,22,2,40,2,79,57,43,940,943,936.72 ,20220118023851 
O3,3,2,O,22,2,41,1,79,57,43,940,946,974.56 ,20220118023901 
O3,3,2,O,22,2,42,1,79,57,43,940,940,1012.16 ,20220118023909 
O3,3,2,O,22,2,43,2,75,57,43,943,940,1012.16 ,20220118023927 
O3,3,2,O,22,2,44,1,75,57,43,943,942,1049.84 ,20220118023936 
O3,3,2,O,22,2,45,1,75,57,43,943,936,1087.28 ,20220118023944 
O3,3,2,O,22,2,46,2,74,57,43,944,936,1087.28 ,20220118024001 
O3,3,2,O,22,2,47,1,74,57,43,944,944,1125.04 ,20220118024008 
O3,3,2,O,22,2,48,1,74,57,43,944,949,1163.00 ,20220118024021 
O3,3,2,O,22,2,49,1,74,57,43,944,945,1200.80 ,20220118024029 
O3,3,2,O,22,2,50,1,74,57,43,944,941,1238.44 ,20220118024037 
O4,4,1,O,23,4,1,1,14,6,83,364,366,14.64 ,20220119020904 
O4,4,1,O,23,4,2,2,14,6,78,394,366,14.64 ,20220119020940 
O4,4,1,O,23,4,3,1,14,6,78,394,392,30.32 ,20220119020957 
O4,4,1,O,23,4,4,2,14,6,73,422,392,30.32 ,20220119021011 
O4,4,1,O,23,4,5,1,14,6,73,422,424,47.28 ,20220119021020 
O4,4,1,O,23,4,6,2,19,6,73,452,424,47.28 ,20220119021048 
O4,4,1,O,23,4,7,1,19,6,73,452,460,65.68 ,20220119021057 
O4,4,1,O,23,4,8,2,19,11,73,505,460,65.68 ,20220119021114 
O4,4,1,O,23,4,9,1,19,11,73,505,501,85.72 ,20220119021123 
O4,4,1,O,23,4,10,2,19,16,73,551,501,85.72 ,20220119021143 
O4,4,1,O,23,4,11,1,19,16,73,551,540,107.32 ,20220119021151 
O4,4,1,O,23,4,12,2,19,16,68,576,540,107.32 ,20220119021207 
O4,4,1,O,23,4,13,1,19,16,68,576,571,130.16 ,20220119021215 
O4,4,1,O,23,4,14,2,24,16,68,604,571,130.16 ,20220119021238 
O4,4,1,O,23,4,15,1,24,16,68,604,603,154.28 ,20220119021246 
O4,4,1,O,23,4,16,2,29,16,68,628,603,154.28 ,20220119021305 
O4,4,1,O,23,4,17,1,29,16,68,628,626,179.32 ,20220119021313 
O4,4,1,O,23,4,18,2,29,21,68,667,626,179.32 ,20220119021333 
O4,4,1,O,23,4,19,1,29,21,68,667,674,206.28 ,20220119021341 
O4,4,1,O,23,4,20,2,34,21,68,689,674,206.28 ,20220119021357 
O4,4,1,O,23,4,21,1,34,21,68,689,691,233.92 ,20220119021404 
O4,4,1,O,23,4,22,2,34,26,68,722,691,233.92 ,20220119021421 
O4,4,1,O,23,4,23,1,34,26,68,722,714,262.48 ,20220119021429 
O4,4,1,O,23,4,24,2,39,26,68,741,714,262.48 ,20220119021450 
O4,4,1,O,23,4,25,1,39,26,68,741,738,292.00 ,20220119021457 
O4,4,1,O,23,4,26,2,39,31,68,767,738,292.00 ,20220119021508 
O4,4,1,O,23,4,27,1,39,31,68,767,771,322.84 ,20220119021517 
O4,4,1,O,23,4,28,2,44,31,68,783,771,322.84 ,20220119021530 
O4,4,1,O,23,4,29,1,44,31,68,783,790,354.44 ,20220119021538 
O4,4,1,O,23,4,30,2,44,36,68,802,790,354.44 ,20220119021549 
O4,4,1,O,23,4,31,1,44,36,68,802,798,386.36 ,20220119021556 
O4,4,1,O,23,4,32,1,44,36,68,802,801,418.40 ,20220119021606 
O4,4,1,O,23,4,33,1,44,36,68,802,797,450.28 ,20220119021615 
O4,4,1,O,23,4,34,1,44,36,68,802,803,482.40 ,20220119021625 
O4,4,1,O,23,4,35,1,44,36,68,802,793,514.12 ,20220119021635 
O4,4,1,O,23,4,36,2,49,36,68,815,793,514.12 ,20220119021647 
O4,4,1,O,23,4,37,1,49,36,68,815,815,546.72 ,20220119021654 
O4,4,1,O,23,4,38,2,49,41,68,828,815,546.72 ,20220119021708 
O4,4,1,O,23,4,39,1,49,41,68,828,825,579.72 ,20220119021716 
O4,4,1,O,23,4,40,1,49,41,68,828,828,612.84 ,20220119021725 
O4,4,1,O,23,4,41,1,49,41,68,828,826,645.88 ,20220119021733 
O4,4,1,O,23,4,42,1,49,41,68,828,824,678.84 ,20220119021741 
O4,4,1,O,23,4,43,1,49,41,68,828,819,711.60 ,20220119021749 
O4,4,1,O,23,4,44,1,49,41,68,828,839,745.16 ,20220119021755 
O4,4,1,O,23,4,45,1,49,41,68,828,826,778.20 ,20220119021804 
O4,4,1,O,23,4,46,1,49,41,68,828,831,811.44 ,20220119021814 
O4,4,1,O,23,4,47,1,49,41,68,828,826,844.48 ,20220119021822 
O4,4,1,O,23,4,48,1,49,41,68,828,823,877.40 ,20220119021830 
O4,4,1,O,23,4,49,1,49,41,68,828,831,910.64 ,20220119021838 
O4,4,1,O,23,4,50,1,49,41,68,828,820,943.44 ,20220119021846 
O4,4,2,O,22,2,1,1,49,41,68,828,828,33.12 ,20220119022419 
O4,4,2,O,22,2,2,1,49,41,68,828,833,66.44 ,20220119022431 
O4,4,2,O,22,2,3,2,49,42,68,830,833,66.44 ,20220119022503 
O4,4,2,O,22,2,4,1,49,42,68,830,825,99.44 ,20220119022511 
O4,4,2,O,22,2,5,1,49,42,68,830,834,132.80 ,20220119022519 
O4,4,2,O,22,2,6,1,49,42,68,830,831,166.04 ,20220119022536 
O4,4,2,O,22,2,7,1,49,42,68,830,831,199.28 ,20220119022543 
O4,4,2,O,22,2,8,2,49,41,68,828,831,199.28 ,20220119022552 
O4,4,2,O,22,2,9,1,49,41,68,828,834,232.64 ,20220119022601 
O4,4,2,O,22,2,10,1,49,41,68,828,836,266.08 ,20220119022613 
O4,4,2,O,22,2,11,2,49,40,68,826,836,266.08 ,20220119022622 
O4,4,2,O,22,2,12,1,49,40,68,826,830,299.28 ,20220119022629 
O4,4,2,O,22,2,13,2,49,41,68,828,830,299.28 ,20220119022640 
O4,4,2,O,22,2,14,1,49,41,68,828,832,332.56 ,20220119022647 
O4,4,2,O,22,2,15,1,49,41,68,828,822,365.44 ,20220119022655 
O4,4,2,O,22,2,16,2,50,41,68,830,822,365.44 ,20220119022706 
O4,4,2,O,22,2,17,1,50,41,68,830,832,398.72 ,20220119022712 
O4,4,2,O,22,2,18,1,50,41,68,830,825,431.72 ,20220119022719 
O4,4,2,O,22,2,19,1,50,41,68,830,831,464.96 ,20220119022727 
O4,4,2,O,22,2,20,1,50,41,68,830,841,498.60 ,20220119022734 
O4,4,2,O,22,2,21,1,50,41,68,830,832,531.88 ,20220119022740 
O4,4,2,O,22,2,22,1,50,41,68,830,823,564.80 ,20220119022746 
O4,4,2,O,22,2,23,1,50,41,68,830,829,597.96 ,20220119022754 
O4,4,2,O,22,2,24,2,48,41,68,825,829,597.96 ,20220119022807 
O4,4,2,O,22,2,25,1,48,41,68,825,826,631.00 ,20220119022813 
O4,4,2,O,22,2,26,1,48,41,68,825,831,664.24 ,20220119022820 
O4,4,2,O,22,2,27,1,48,41,68,825,828,697.36 ,20220119022826 
O4,4,2,O,22,2,28,1,48,41,68,825,817,730.04 ,20220119022837 
O4,4,2,O,22,2,29,2,49,41,68,828,817,730.04 ,20220119022846 
O4,4,2,O,22,2,30,1,49,41,68,828,826,763.08 ,20220119022852 
O4,4,2,O,22,2,31,1,49,41,68,828,830,796.28 ,20220119022859 
O4,4,2,O,22,2,32,2,49,41,67,833,830,796.28 ,20220119022909 
O4,4,2,O,22,2,33,1,49,41,67,833,833,829.60 ,20220119022916 
O4,4,2,O,22,2,34,1,49,41,67,833,826,862.64 ,20220119022923 
O4,4,2,O,22,2,35,1,49,41,67,833,832,895.92 ,20220119022930 
O4,4,2,O,22,2,36,1,49,41,67,833,830,929.12 ,20220119022937 
O4,4,2,O,22,2,37,1,49,41,67,833,840,962.72 ,20220119022944 
O4,4,2,O,22,2,38,1,49,41,67,833,827,995.80 ,20220119022951 
O4,4,2,O,22,2,39,1,49,41,67,833,840,1029.40 ,20220119022957 
O4,4,2,O,22,2,40,1,49,41,67,833,824,1062.36 ,20220119023005 
O4,4,2,O,22,2,41,1,49,41,67,833,842,1096.04 ,20220119023011 
O4,4,2,O,22,2,42,1,49,41,67,833,833,1129.36 ,20220119023018 
O4,4,2,O,22,2,43,1,49,41,67,833,834,1162.72 ,20220119023025 
O4,4,2,O,22,2,44,1,49,41,67,833,837,1196.20 ,20220119023033 
O4,4,2,O,22,2,45,1,49,41,67,833,831,1229.44 ,20220119023040 
O4,4,2,O,22,2,46,1,49,41,67,833,822,1262.32 ,20220119023046 
O4,4,2,O,22,2,47,1,49,41,67,833,830,1295.52 ,20220119023052 
O4,4,2,O,22,2,48,1,49,41,67,833,836,1328.96 ,20220119023059 
O4,4,2,O,22,2,49,1,49,41,67,833,822,1361.84 ,20220119023105 
O4,4,2,O,22,2,50,1,49,41,67,833,830,1395.04 ,20220119023112 
O5,5,1,O,21,3,1,1,14,6,83,364,362,14.48 ,20220119020903 
O5,5,1,O,21,3,2,2,14,6,78,394,362,14.48 ,20220119021001 
O5,5,1,O,21,3,3,2,14,6,73,422,362,14.48 ,20220119021018 
O5,5,1,O,21,3,4,2,14,6,68,448,362,14.48 ,20220119021038 
O5,5,1,O,21,3,5,2,19,6,68,478,362,14.48 ,20220119021058 
O5,5,1,O,21,3,6,2,24,6,68,505,362,14.48 ,20220119021113 
O5,5,1,O,21,3,7,1,24,6,68,505,502,34.56 ,20220119021128 
O5,5,1,O,21,3,8,2,24,6,63,528,502,34.56 ,20220119021140 
O5,5,1,O,21,3,9,2,24,6,58,550,502,34.56 ,20220119021151 
O5,5,1,O,21,3,10,2,24,6,53,569,502,34.56 ,20220119021203 
O5,5,1,O,21,3,11,1,24,6,53,569,576,57.60 ,20220119021210 
O5,5,1,O,21,3,12,2,29,6,53,593,576,57.60 ,20220119021222 
O5,5,1,O,21,3,13,2,34,6,53,615,576,57.60 ,20220119021232 
O5,5,1,O,21,3,14,1,34,6,53,615,620,82.40 ,20220119021240 
O5,5,1,O,21,3,15,2,39,6,53,634,620,82.40 ,20220119021341 
O5,5,1,O,21,3,16,2,39,6,48,651,620,82.40 ,20220119021350 
O5,5,1,O,21,3,17,2,44,6,48,667,620,82.40 ,20220119021400 
O5,5,1,O,21,3,18,1,44,6,48,667,667,109.08 ,20220119021409 
O5,5,1,O,21,3,19,1,44,6,48,667,666,135.72 ,20220119021416 
O5,5,1,O,21,3,20,2,49,6,48,680,666,135.72 ,20220119021432 
O5,5,1,O,21,3,21,2,49,6,43,695,666,135.72 ,20220119021447 
O5,5,1,O,21,3,22,1,49,6,43,695,688,163.24 ,20220119021453 
O5,5,1,O,21,3,23,2,49,6,38,708,688,163.24 ,20220119021502 
O5,5,1,O,21,3,24,1,49,6,38,708,706,191.48 ,20220119021525 
O5,5,1,O,21,3,25,1,49,6,38,708,706,219.72 ,20220119021532 
O5,5,1,O,21,3,26,1,49,6,38,708,700,247.72 ,20220119021542 
O5,5,1,O,21,3,27,1,49,6,38,708,700,275.72 ,20220119021550 
O5,5,1,O,21,3,28,2,54,6,38,718,700,275.72 ,20220119021614 
O5,5,1,O,21,3,29,1,54,6,38,718,707,304.00 ,20220119021623 
O5,5,1,O,21,3,30,2,59,6,38,726,707,304.00 ,20220119021632 
O5,5,1,O,21,3,31,2,64,6,38,730,707,304.00 ,20220119021642 
O5,5,1,O,21,3,32,1,64,6,38,730,727,333.08 ,20220119021648 
O5,5,1,O,21,3,33,1,64,6,38,730,726,362.12 ,20220119021701 
O5,5,1,O,21,3,34,1,64,6,38,730,741,391.76 ,20220119021714 
O5,5,1,O,21,3,35,1,64,6,38,730,732,421.04 ,20220119021722 
O5,5,1,O,21,3,36,1,64,6,38,730,729,450.20 ,20220119021728 
O5,5,1,O,21,3,37,1,64,6,38,730,721,479.04 ,20220119021734 
O5,5,1,O,21,3,38,1,64,6,38,730,727,508.12 ,20220119021742 
O5,5,1,O,21,3,39,2,64,11,38,783,727,508.12 ,20220119021754 
O5,5,1,O,21,3,40,1,64,11,38,783,778,539.24 ,20220119021802 
O5,5,1,O,21,3,41,2,64,16,38,829,778,539.24 ,20220119021812 
O5,5,1,O,21,3,42,1,64,16,38,829,837,572.72 ,20220119021817 
O5,5,1,O,21,3,43,1,64,16,38,829,828,605.84 ,20220119021830 
O5,5,1,O,21,3,44,2,64,21,38,869,828,605.84 ,20220119021839 
O5,5,1,O,21,3,45,1,64,21,38,869,863,640.36 ,20220119021846 
O5,5,1,O,21,3,46,1,64,21,38,869,865,674.96 ,20220119021852 
O5,5,1,O,21,3,47,1,64,21,38,869,871,709.80 ,20220119021859 
O5,5,1,O,21,3,48,1,64,21,38,869,868,744.52 ,20220119021906 
O5,5,1,O,21,3,49,1,64,21,38,869,875,779.52 ,20220119021911 
O5,5,1,O,21,3,50,1,64,21,38,869,878,814.64 ,20220119021931 
O5,5,2,O,21,3,1,1,64,21,38,869,864,34.56 ,20220119022640 
O5,5,2,O,21,3,2,1,64,21,38,869,878,69.68 ,20220119022650 
O5,5,2,O,21,3,3,1,64,21,38,869,869,104.44 ,20220119022708 
O5,5,2,O,21,3,4,2,69,21,38,871,869,104.44 ,20220119022757 
O5,5,2,O,21,3,5,1,69,21,38,871,879,139.60 ,20220119022810 
O5,5,2,O,21,3,6,1,69,21,38,871,865,174.20 ,20220119022824 
O5,5,2,O,21,3,7,2,74,21,38,870,865,174.20 ,20220119022835 
O5,5,2,O,21,3,8,1,74,21,38,870,868,208.92 ,20220119022844 
O5,5,2,O,21,3,9,1,74,21,38,870,871,243.76 ,20220119022852 
O5,5,2,O,21,3,10,1,74,21,38,870,869,278.52 ,20220119022904 
O5,5,2,O,21,3,11,2,70,21,38,871,869,278.52 ,20220119022920 
O5,5,2,O,21,3,12,1,70,21,38,871,866,313.16 ,20220119022928 
O5,5,2,O,21,3,13,1,70,21,38,871,870,347.96 ,20220119022938 
O5,5,2,O,21,3,14,2,65,21,38,869,870,347.96 ,20220119022948 
O5,5,2,O,21,3,15,1,65,21,38,869,875,382.96 ,20220119022955 
O5,5,2,O,21,3,16,2,60,21,38,865,875,382.96 ,20220119023007 
O5,5,2,O,21,3,17,1,60,21,38,865,866,417.60 ,20220119023014 
O5,5,2,O,21,3,18,1,60,21,38,865,868,452.32 ,20220119023022 
O5,5,2,O,21,3,19,2,65,21,38,869,868,452.32 ,20220119023033 
O5,5,2,O,21,3,20,1,65,21,38,869,866,486.96 ,20220119023130 
O5,5,2,O,21,3,21,1,65,21,38,869,862,521.44 ,20220119023137 
O5,5,2,O,21,3,22,2,69,21,38,871,862,521.44 ,20220119023150 
O5,5,2,O,21,3,23,1,69,21,38,871,862,555.92 ,20220119023157 
O5,5,2,O,21,3,24,1,69,21,38,871,871,590.76 ,20220119023204 
O5,5,2,O,21,3,25,2,69,21,34,879,871,590.76 ,20220119023241 
O5,5,2,O,21,3,26,1,69,21,34,879,890,626.36 ,20220119023248 
O5,5,2,O,21,3,27,1,69,21,34,879,870,661.16 ,20220119023255 
O5,5,2,O,21,3,28,1,69,21,34,879,878,696.28 ,20220119023305 
O5,5,2,O,21,3,29,2,69,21,29,888,878,696.28 ,20220119023316 
O5,5,2,O,21,3,30,1,69,21,29,888,885,731.68 ,20220119023324 
O5,5,2,O,21,3,31,1,69,21,29,888,891,767.32 ,20220119023331 
O5,5,2,O,21,3,32,2,69,21,24,895,891,767.32 ,20220119023341 
O5,5,2,O,21,3,33,1,69,21,24,895,898,803.24 ,20220119023347 
O5,5,2,O,21,3,34,2,69,21,19,899,898,803.24 ,20220119023357 
O5,5,2,O,21,3,35,1,69,21,19,899,901,839.28 ,20220119023406 
O5,5,2,O,21,3,36,1,69,21,19,899,900,875.28 ,20220119023459 
O5,5,2,O,21,3,37,1,69,21,19,899,891,910.92 ,20220119023509 
O5,5,2,O,21,3,38,2,69,21,14,902,891,910.92 ,20220119023522 
O5,5,2,O,21,3,39,1,69,21,14,902,902,947.00 ,20220119023529 
O5,5,2,O,21,3,40,2,69,16,14,862,902,947.00 ,20220119023541 
O5,5,2,O,21,3,41,1,69,16,14,862,864,981.56 ,20220119023548 
O5,5,2,O,21,3,42,2,69,21,14,902,864,981.56 ,20220119023558 
O5,5,2,O,21,3,43,1,69,21,14,902,910,1017.96 ,20220119023604 
O5,5,2,O,21,3,44,1,69,21,14,902,908,1054.28 ,20220119023610 
O5,5,2,O,21,3,45,1,69,21,14,902,904,1090.44 ,20220119023616 
O5,5,2,O,21,3,46,1,69,21,14,902,901,1126.48 ,20220119023622 
O5,5,2,O,21,3,47,1,69,21,14,902,903,1162.60 ,20220119023628 
O5,5,2,O,21,3,48,1,69,21,14,902,901,1198.64 ,20220119023634 
O5,5,2,O,21,3,49,1,69,21,14,902,900,1234.64 ,20220119023641 
O5,5,2,O,21,3,50,1,69,21,14,902,899,1270.60 ,20220119023648 
O6,6,1,O,21,3,1,1,14,6,83,364,367,14.68 ,20220119020829 
O6,6,1,O,21,3,2,2,14,11,83,417,367,14.68 ,20220119020921 
O6,6,1,O,21,3,3,1,14,11,83,417,423,31.60 ,20220119020934 
O6,6,1,O,21,3,4,2,14,11,78,447,423,31.60 ,20220119021000 
O6,6,1,O,21,3,5,1,14,11,78,447,453,49.72 ,20220119021011 
O6,6,1,O,21,3,6,2,14,16,78,493,453,49.72 ,20220119021029 
O6,6,1,O,21,3,7,2,19,16,78,523,453,49.72 ,20220119021044 
O6,6,1,O,21,3,8,2,19,21,78,562,453,49.72 ,20220119021103 
O6,6,1,O,21,3,9,2,24,21,78,589,453,49.72 ,20220119021117 
O6,6,1,O,21,3,10,2,24,26,78,622,453,49.72 ,20220119021129 
O6,6,1,O,21,3,11,1,24,26,78,622,612,74.20 ,20220119021138 
O6,6,1,O,21,3,12,2,29,26,78,647,612,74.20 ,20220119021157 
O6,6,1,O,21,3,13,1,29,26,78,647,652,100.28 ,20220119021205 
O6,6,1,O,21,3,14,2,29,31,78,673,652,100.28 ,20220119021217 
O6,6,1,O,21,3,15,2,34,31,78,694,652,100.28 ,20220119021229 
O6,6,1,O,21,3,16,2,34,36,78,714,652,100.28 ,20220119021240 
O6,6,1,O,21,3,17,2,39,36,78,732,652,100.28 ,20220119021251 
O6,6,1,O,21,3,18,1,39,36,78,732,732,129.56 ,20220119021259 
O6,6,1,O,21,3,19,1,39,36,78,732,730,158.76 ,20220119021307 
O6,6,1,O,21,3,20,1,39,36,78,732,729,187.92 ,20220119021314 
O6,6,1,O,21,3,21,1,39,36,78,732,734,217.28 ,20220119021320 
O6,6,1,O,21,3,22,2,44,36,78,748,734,217.28 ,20220119021332 
O6,6,1,O,21,3,23,2,44,41,78,761,734,217.28 ,20220119021343 
O6,6,1,O,21,3,24,2,49,41,78,774,734,217.28 ,20220119021356 
O6,6,1,O,21,3,25,2,49,46,78,780,734,217.28 ,20220119021408 
O6,6,1,O,21,3,26,1,49,46,78,780,781,248.52 ,20220119021417 
O6,6,1,O,21,3,27,1,49,46,78,780,778,279.64 ,20220119021425 
O6,6,1,O,21,3,28,1,49,46,78,780,783,310.96 ,20220119021432 
O6,6,1,O,21,3,29,1,49,46,78,780,776,342.00 ,20220119021438 
O6,6,1,O,21,3,30,1,49,46,78,780,779,373.16 ,20220119021444 
O6,6,1,O,21,3,31,1,49,46,78,780,774,404.12 ,20220119021451 
O6,6,1,O,21,3,32,1,49,46,78,780,783,435.44 ,20220119021457 
O6,6,1,O,21,3,33,1,49,46,78,780,788,466.96 ,20220119021504 
O6,6,1,O,21,3,34,1,49,46,78,780,778,498.08 ,20220119021511 
O6,6,1,O,21,3,35,1,49,46,78,780,772,528.96 ,20220119021517 
O6,6,1,O,21,3,36,1,49,46,78,780,783,560.28 ,20220119021523 
O6,6,1,O,21,3,37,1,49,46,78,780,778,591.40 ,20220119021529 
O6,6,1,O,21,3,38,1,49,46,78,780,783,622.72 ,20220119021535 
O6,6,1,O,21,3,39,1,49,46,78,780,782,654.00 ,20220119021541 
O6,6,1,O,21,3,40,1,49,46,78,780,781,685.24 ,20220119021547 
O6,6,1,O,21,3,41,1,49,46,78,780,774,716.20 ,20220119021553 
O6,6,1,O,21,3,42,1,49,46,78,780,786,747.64 ,20220119021559 
O6,6,1,O,21,3,43,1,49,46,78,780,782,778.92 ,20220119021605 
O6,6,1,O,21,3,44,1,49,46,78,780,782,810.20 ,20220119021612 
O6,6,1,O,21,3,45,1,49,46,78,780,782,841.48 ,20220119021618 
O6,6,1,O,21,3,46,1,49,46,78,780,777,872.56 ,20220119021624 
O6,6,1,O,21,3,47,1,49,46,78,780,784,903.92 ,20220119021630 
O6,6,1,O,21,3,48,1,49,46,78,780,777,935.00 ,20220119021638 
O6,6,1,O,21,3,49,1,49,46,78,780,781,966.24 ,20220119021644 
O6,6,1,O,21,3,50,1,49,46,78,780,774,997.20 ,20220119021651 
O6,6,2,O,22,3,1,1,49,46,78,780,782,31.28 ,20220119022255 
O6,6,2,O,22,3,2,1,49,46,78,780,777,62.36 ,20220119022326 
O6,6,2,O,22,3,3,2,49,51,78,780,777,62.36 ,20220119022402 
O6,6,2,O,22,3,4,1,49,51,78,780,778,93.48 ,20220119022414 
O6,6,2,O,22,3,5,1,49,51,78,780,781,124.72 ,20220119022425 
O6,6,2,O,22,3,6,2,49,56,78,772,781,124.72 ,20220119022459 
O6,6,2,O,22,3,7,1,49,56,78,772,775,155.72 ,20220119022506 
O6,6,2,O,22,3,8,1,49,56,78,772,767,186.40 ,20220119022516 
O6,6,2,O,22,3,9,1,49,56,78,772,766,217.04 ,20220119022529 
O6,6,2,O,22,3,10,2,49,51,78,780,766,217.04 ,20220119022545 
O6,6,2,O,22,3,11,1,49,51,78,780,776,248.08 ,20220119022555 
O6,6,2,O,22,3,12,2,54,51,78,790,776,248.08 ,20220119022606 
O6,6,2,O,22,3,13,1,54,51,78,790,795,279.88 ,20220119022613 
O6,6,2,O,22,3,14,1,54,51,78,790,801,311.92 ,20220119022620 
O6,6,2,O,22,3,15,1,54,51,78,790,788,343.44 ,20220119022626 
O6,6,2,O,22,3,16,1,54,51,78,790,786,374.88 ,20220119022639 
O6,6,2,O,22,3,17,1,54,51,78,790,783,406.20 ,20220119022646 
O6,6,2,O,22,3,18,2,59,51,78,798,783,406.20 ,20220119022659 
O6,6,2,O,22,3,19,1,59,51,78,798,792,437.88 ,20220119022705 
O6,6,2,O,22,3,20,1,59,51,78,798,797,469.76 ,20220119022713 
O6,6,2,O,22,3,21,1,59,51,78,798,800,501.76 ,20220119022720 
O6,6,2,O,22,3,22,1,59,51,78,798,800,533.76 ,20220119022727 
O6,6,2,O,22,3,23,1,59,51,78,798,798,565.68 ,20220119022736 
O6,6,2,O,22,3,24,2,64,51,78,802,798,565.68 ,20220119022755 
O6,6,2,O,22,3,25,1,64,51,78,802,803,597.80 ,20220119022801 
O6,6,2,O,22,3,26,1,64,51,78,802,802,629.88 ,20220119022806 
O6,6,2,O,22,3,27,1,64,51,78,802,808,662.20 ,20220119022812 
O6,6,2,O,22,3,28,1,64,51,78,802,802,694.28 ,20220119022819 
O6,6,2,O,22,3,29,1,64,51,78,802,804,726.44 ,20220119022827 
O6,6,2,O,22,3,30,2,69,51,78,804,804,726.44 ,20220119022840 
O6,6,2,O,22,3,31,1,69,51,78,804,802,758.52 ,20220119022846 
O6,6,2,O,22,3,32,1,69,51,78,804,804,790.68 ,20220119022852 
O6,6,2,O,22,3,33,1,69,51,78,804,800,822.68 ,20220119022858 
O6,6,2,O,22,3,34,2,69,56,78,797,800,822.68 ,20220119022909 
O6,6,2,O,22,3,35,1,69,56,78,797,805,854.88 ,20220119022914 
O6,6,2,O,22,3,36,1,69,56,78,797,799,886.84 ,20220119022921 
O6,6,2,O,22,3,37,1,69,56,78,797,798,918.76 ,20220119022927 
O6,6,2,O,22,3,38,2,69,51,78,804,798,918.76 ,20220119022940 
O6,6,2,O,22,3,39,2,69,51,83,774,798,918.76 ,20220119022954 
O6,6,2,O,22,3,40,1,69,51,83,774,772,949.64 ,20220119023001 
O6,6,2,O,22,3,41,2,69,51,78,804,772,949.64 ,20220119023013 
O6,6,2,O,22,3,42,2,69,51,73,832,772,949.64 ,20220119023024 
O6,6,2,O,22,3,43,1,69,51,73,832,826,982.68 ,20220119023030 
